606,Contract Construction Inc,(803) 732-2755,"Irmo, SC 29063",1125 Bickley Rd,General ContractorsBuilding ContractorsReal Estate Developers,none,none
607,A Quality Pole Buildings,(803) 657-6736,"Gilbert, SC 29054",1620 Pond Branch Rd,General ContractorsMetal BuildingsSteel Erectors,none,none
608,Richardson Contracting Inc,(803) 732-8989,"Chapin, SC 29036",2341 Dutch Fork Rd,General ContractorsBuilding Contractors,none,none
609,Peak Exit Storage,(803) 781-8660,"Irmo, SC 29063",11134 Broad River Rd,General ContractorsStorage Household & CommercialBuilding Contractors,none,none
610,All Clear Restoration of SC,(803) 755-2700,"West Columbia, SC 29170",2610 Divinci Rd,General ContractorsWater Damage RestorationFire & Water Damage Restoration,none,none
611,Boykin Contracting Inc,(803) 550-9471,"West Columbia, SC 29169",167 Lott Ct,General ContractorsElectriciansPlumbers,none,none
612,Faircloth Interior,(803) 750-4822,"Columbia, SC 29212",5313 Bush River Rd,General ContractorsDrywall Contractors,none,none
613,Tower Consultant Inc,(803) 407-8489,"Columbia, SC 29212",15 Surrey Ct,General ContractorsConsulting EngineersBusiness Coaches & Consultants,none,none
614,The Centric Group.,(803) 678-4596,"Columbia, SC 29210",2800 Bush River Rd Ste 2a,General ContractorsElectric Contractors-Commercial & IndustrialElectricians,none,none
615,Studio K,(803) 206-5683,"Columbia, SC 29210",833 Tara Trl,General ContractorsMarble & Terrazzo Cleaning & Service,none,none
616,N W White & Company,(803) 216-7000,"Columbia, SC 29210",100 Independence Blvd,General ContractorsSand & GravelDump Truck Service,none,none
617,"US Group, Inc",(803) 798-1420,"Columbia, SC 29210",100 Executive Center Dr Ste 217,General ContractorsProfessional EngineersLand Surveyors,none,none
618,Carolina Pavement Markings,(803) 724-2727,"West Columbia, SC 29170",303 Quartermaster St,General ContractorsPavement & Floor Marking ServicesParking Lot Maintenance & Marking,none,none
619,Carolina Comfort Solutions,(803) 796-2900,"Columbia, SC 29210",2006 Rockland Rd,General ContractorsAir Conditioning Contractors & SystemsMachinery-Rebuild & Repair,none,none
620,Mid State Masonry,(803) 798-4556,"Columbia, SC 29210",2105 Rockland Rd,General ContractorsMasonry Contractors-Commercial & IndustrialConcrete Contractors,none,none
621,Southern Atlantic Mechanical Contractors,(803) 781-9825,"Columbia, SC 29210",3770 Fernandina Rd,General ContractorsMechanical ContractorsPlumbers,none,none
622,Tolleson Limited Company,(803) 783-9013,"Columbia, SC 29210",136 Stonemark Ln Ste 110,General ContractorsConsulting EngineersCivil Engineers,none,none
623,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
624,Full House Repairs & Renov,(803) 606-7207,"Columbia, SC 29210",216 Luther Rd,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
625,Columbia Wholesale,(803) 779-0740,"West Columbia, SC 29172",1801 Dixiana Rd,General ContractorsStone NaturalRoofing Equipment & Supplies,none,none
626,Ron's Kitchens & Baths,(803) 799-7313,"Columbia, SC 29205",722 S Edisto Ave,General ContractorsKitchen Cabinets & Equipment-HouseholdCabinets,none,none
627,Trane-Carolina Plains,(803) 936-4700,"West Columbia, SC 29169",111 Lott Ct,General ContractorsAir Conditioning Contractors & Systems,none,none
628,Bobbitt Design Build,(803) 731-5550,"Columbia, SC 29210",500 Lawand Dr Ste 103,General ContractorsArchitects,none,none
629,Cb&I,(803) 740-5590,"Irmo, SC 29063",121 Hunter Village Dr,General ContractorsRental Vacancy Listing Service,none,none
630,Precision Home Improvements,(803) 749-9200,"Irmo, SC 29063",213 Headwater Cir,General ContractorsRoofing ContractorsAltering & Remodeling Contractors,none,none
631,Boyles Construction Company,(803) 309-8433,"Columbia, SC 29210",1833 Broad River Rd Apt 105,General ContractorsHandyman ServicesHome Improvements,none,none
632,ASC Construction Equipment,(803) 791-0740,"Cayce, SC 29033",2303 Airport Blvd,General ContractorsConstruction & Building EquipmentMining Equipment & Supplies,none,none
633,All American Quality Builders,(803) 413-8525,"West Columbia, SC 29170",3630 Delree St,"General ContractorsDeck BuildersFence-Sales, Service & Contractors",none,none
634,Christopher D Pamela S Stck,(803) 739-5847,"West Columbia, SC 29169",1324 Canary Dr,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
635,"Bailey & Yobs, Inc.",(803) 939-1331,"Cayce, SC 29033",1000 N Eden Dr,General ContractorsConstruction ConsultantsBuilding Contractors,none,none
636,McCants Roofing & Remodeling,(803) 309-0982,"Columbia, SC 29210",2801 Diane Dr,General ContractorsRoofing ContractorsAltering & Remodeling Contractors,none,none
637,Bobbitt Design Build,(803) 731-5550,"Columbia, SC 29201",1927 Thurmond Mall,General ContractorsMetal BuildingsAltering & Remodeling Contractors,none,none
638,Columbia Roofers,(803) 610-2951,"Columbia, SC 29202",1601 Assembly St Unit 7576,General ContractorsRoofing ContractorsRoofing Services Consultants,none,none
639,Palmetto Industrial Construction Co Inc,(803) 739-0381,"Gaston, SC 29053",831 Old Wire Rd,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
640,George Little Construction Co,(803) 252-7437,"Columbia, SC 29205",650 S Edisto Ave,General ContractorsKitchen Planning & Remodeling ServiceAltering & Remodeling Contractors,none,none
641,Dorn Construction,(803) 356-0311,"West Columbia, SC 29170",323 Steele Rd,General ContractorsGrading ContractorsConcrete Contractors,none,none
642,Coleman Snow Consultants,(803) 822-0333,"West Columbia, SC 29170",101 Trade Zone Dr Ste 16a,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
643,Crouch Construction,(803) 781-7302,"Irmo, SC 29063",100 Muskrat Run,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
644,Core Construction Co,(803) 791-0388,"West Columbia, SC 29169",1315 Platt Springs Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
645,Priority Construction Co,(803) 755-3189,"West Columbia, SC 29172",1855 Fish Hatchery Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
646,New South Construction,(803) 445-1616,"Columbia, SC 29201",705 Park St,General ContractorsHome BuildersConstruction Management,none,none
647,Weber Construction Co,(803) 781-0473,"Irmo, SC 29063",11134 Broad River Rd Ste A,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
648,Adams Robinson Construction,(803) 779-1225,"Columbia, SC 29201",1200 Simmon Tree Ln,General ContractorsHome BuildersConstruction Consultants,none,none
649,Herc Rentals,(803) 786-2900,"Columbia, SC 29203",131 Cort Rd,General ContractorsContractors Equipment RentalTool Rental,none,none
650,Weathers Contracting Company Inc,(803) 796-9082,"West Columbia, SC 29169",2543 Morningside Dr Ste C,General ContractorsSteel ErectorsMetal Buildings,none,none
651,L & B Drywall & Painting,(803) 739-8323,"Gaston, SC 29053",1337 Woodtrail Dr,General ContractorsPainting ContractorsHome Improvements,none,none
652,Robinson Restoration Cleaners,(803) 765-9981,"Columbia, SC 29201",847 S Stadium Rd,General ContractorsFire & Water Damage RestorationAltering & Remodeling Contractors,none,none
653,Ryan Homes,(803) 356-0168,"West Columbia, SC 29170",301 Southmen Ln,General ContractorsHome Builders,none,none
654,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
655,Cga Facilities Service,(803) 765-2833,"Columbia, SC 29201",1619 Sumter St Ste 3,General ContractorsArchitects,none,none
656,Brennan Associates Inc,(803) 788-7717,"Columbia, SC 29201",1233 Washington St Ste 500,General ContractorsArchitects,none,none
657,Three Oaks Engineering,(919) 423-9413,"Columbia, SC 29201",1230 Sumter St Ste 400,General ContractorsProfessional EngineersConsulting Engineers,none,none
658,Genesis Consulting Group,(803) 744-4500,"Columbia, SC 29201",1330 Lady St Ste 205,General ContractorsConsulting EngineersBusiness Coaches & Consultants,none,none
659,Stantec,(803) 748-7843,"Columbia, SC 29201",1411 Gervais St,General ContractorsConsulting EngineersProfessional Engineers,none,none
660,Central City Realty Inc,(803) 256-0350,"Columbia, SC 29201",1815 Gervais St Ste L,General ContractorsReal Estate ManagementReal Estate Buyer Brokers,none,none
661,Seastrunk Electric Co,(803) 254-8684,"Columbia, SC 29204",1731 Harden St,General ContractorsElectriciansElectric Companies,none,none
662,Sparrow Enterprises,(803) 941-7379,"Chapin, SC 29036",518 Us Highway 76,General ContractorsTemporary Employment AgenciesEmployment Agencies,none,none
663,Hallman Heating & AC,(803) 345-0306,"Chapin, SC 29036",116 Moyer Dr,General ContractorsAir Conditioning Contractors & Systems,none,none
664,Johnny's Electrical Service,(803) 932-2310,"Chapin, SC 29036",179 Crystal Lake Dr,General ContractorsElectriciansElectric Companies,none,none
665,"Sapphire Signature Pools, LLC",(803) 407-3775,"Irmo, SC 29063",110 Silver Beech Rdg,General ContractorsSwimming Pool DealersSwimming Pool Construction,none,none
666,John Bowman Architect,(803) 799-1084,"Columbia, SC 29205",2422 Devine St,General ContractorsArchitectsArchitects & Builders Services,none,none
667,"Orion Construction Company, Inc",(803) 252-1634,"Columbia, SC 29201",1428 Cherokee St Apt A,General ContractorsHome BuildersAltering & Remodeling Contractors,(1),BBB Rating: A+
668,M B Kahn Construction Inc,(803) 255-0108,"Columbia, SC 29201",760 Rosewood Dr,General ContractorsBuilding Contractors-Commercial & IndustrialAltering & Remodeling Contractors,none,none
669,Ace Sealcoating & Striping,(803) 796-0900,"Gaston, SC 29053",1719 Woodtrail Dr,General ContractorsAsphalt Paving & SealcoatingParking Lot Maintenance & Marking,none,none
670,America's Home Place,(803) 772-4118,"Columbia, SC 29210",1410 Colonial Life Blvd W Ste 140,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
671,Weldon Construction Company,(803) 254-9983,"Columbia, SC 29201",2400 Sumter St,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
672,Rennison Repairs & Remodeling,(803) 413-4664,"Columbia, SC 29212",404 Winding Way,General ContractorsRoofing ContractorsAltering & Remodeling Contractors,none,none
673,Williams Custom Builders Inc,(803) 771-9224,"Columbia, SC 29201",1050 Shop Road. Suite B,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
674,Best Built Building Systems,(803) 955-2378,"Columbia, SC 29201",BEST Built,General ContractorsGutters & DownspoutsAltering & Remodeling Contractors,none,none
675,M C Rowe Construction Inc,(803) 319-1357,"Columbia, SC 29202",Po Box 642,General ContractorsSeptic Tanks & SystemsGrading Contractors,none,none
676,Thompson Turner Construction,(803) 933-9337,"Columbia, SC 29201",1116 Henderson St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
677,Loveless Commercial Contrng,(803) 731-8458,"Columbia, SC 29210",1205 Colonial Life Blvd W,General ContractorsConcrete ContractorsBuilding Contractors,none,none
678,"M. Dillon Construction, Inc.",(803) 748-8859,"Columbia, SC 29209",none,General ContractorsBuilding ContractorsBuilding Contractors-Commercial & Industrial,(2),BBB Rating: A+
679,Kendrick Company Inc,(803) 782-6361,"Columbia, SC 29206",6733 Kaminer Dr,General ContractorsHome BuildersBuilding Construction Consultants,none,none
680,Improveall,(803) 422-4625,"Columbia, SC 29205",none,General ContractorsAltering & Remodeling Contractors,none,none
681,Willm Construction,(803) 256-3755,none,none,General ContractorsClosets Designing & RemodelingGarage Cabinets & Organizers,none,none
682,"Fici Homes & Construction, LLC",(803) 466-5106,"Columbia, SC 29212",none,General ContractorsHome Improvements,none,none
683,Creations Electrical Inc,(803) 518-2315,"Blythewood, SC 29016",none,General ContractorsElectriciansElectric Contractors-Commercial & Industrial,(2),none
684,Southern Industrial Constructors Inc,(803) 796-3072,"Columbia, SC 29209",200 Planters Dr,General ContractorsScaffolding & Aerial LiftsConstruction & Building Equipment,(1),none
685,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
686,Lakeside Apartments,(803) 781-8050,"Columbia, SC 29212",401 Harbison Blvd,General ContractorsApartment Finder & Rental ServiceApartments,none,none
687,Leonard Aluminum Utility Bldg,(803) 794-1978,"West Columbia, SC 29169",1919 Augusta Rd,General ContractorsBuildings-PortableTrailers-Offices & Modulars,none,none
688,Palmetto Utilities Protection,(803) 939-1117,"Columbia, SC 29210",810 Dutch Square Blvd Ste 320,"General ContractorsUtilities Underground Cable, Pipe & Wire Locating ServiceUtility Contractors",none,none
689,Gibson Electric,(803) 794-0730,"West Columbia, SC 29169",1500 Platt Springs Rd,General ContractorsElectric Contractors-Commercial & IndustrialElectricians,none,none
690,Echerer Painting Company,(803) 798-7202,"Columbia, SC 29212",5201 Broad River Rd,General ContractorsPainting Contractors,none,none
691,Davis & Floyd Inc,(803) 256-4121,"Columbia, SC 29210",240 Stoneridge Dr Ste 305,General ContractorsArchitectural EngineersArchitects,none,none
692,"American Painiting and Sandblasting, Inc.",(803) 794-7879,"West Columbia, SC 29169",220 Senn St,General ContractorsPainting ContractorsWater Pressure Cleaning,none,none
693,Lucas Alexander,(803) 732-2050,"Irmo, SC 29063",1108A Lykes Ln,General ContractorsPainting Contractors,none,none
694,Lake Murray Utility Co Inc,(803) 732-7849,"Chapin, SC 29036",1300 Old Rd,General ContractorsWater Utility Companies,none,none
695,Peeks Paving & Construction,(803) 739-8181,"Cayce, SC 29033",2245 Julius Felder St,General ContractorsPaving ContractorsConstruction & Building Equipment,none,none
696,Tailored Living featuring PremierGarage of Columbia,(803) 388-8893,"Irmo, SC 29063",3543 Dreher Shoals Rd Ste 4,General ContractorsCabinet MakersCabinets,none,none
697,Compass 5 Partners,(803) 765-0838,"Cayce, SC 29033",1329 State St,General ContractorsConstruction ManagementArchitects,none,none
698,Veteran Signs & Electric,(803) 851-5957,"Irmo, SC 29063",1041 Gates Rd,General ContractorsElectriciansElectric Contractors-Commercial & Industrial,none,none
699,Curt Davis & Associates,(803) 799-6502,"Columbia, SC 29201",1523 Huger St,General ContractorsArchitectsArchitects & Builders Services,none,none
700,Us Group Inc,(803) 798-1420,"West Columbia, SC 29172",130 Gardners Terrace Rd,General ContractorsGrading ContractorsUtility Contractors,none,none
701,Fuss & O'Neill Technologies,(803) 376-6035,"Columbia, SC 29201",717 Lady St Ste E,General ContractorsConsulting EngineersProfessional Engineers,none,none
702,LTC Associates,(803) 254-9082,"Columbia, SC 29201",912 Lady St Ste 300,General ContractorsInterior Designers & DecoratorsArchitects,none,none
703,Studio 2LR,(803) 233-6602,"Columbia, SC 29201",2428 Main St,General ContractorsInterior Designers & DecoratorsArchitects,none,none
704,Southern Management Corp,(803) 744-9215,"Columbia, SC 29201",1321 Assembly St,General ContractorsReal Estate ManagementReal Estate Agents,none,none
705,Collier Keenan,(803) 771-4466,"Columbia, SC 29201",1441 Main St Ste 875,General ContractorsReal Estate ManagementReal Estate Buyer Brokers,none,none
706,Palmetto State Electric,(803) 345-1233,"Chapin, SC 29036",135 Chapin Rd,General ContractorsElectricians,none,none
707,Martin Engineering Inc,(803) 781-1930,"White Rock, SC 29177",Po Box 368,General ContractorsProfessional Engineers,none,none
708,Brennan Associates Inc,(803) 788-7717,"Columbia, SC 29201",1233 Washington St Ste 500,General ContractorsArchitects,none,none
709,Genesis Consulting Group,(803) 744-4500,"Columbia, SC 29201",1330 Lady St Ste 205,General ContractorsConsulting EngineersBusiness Coaches & Consultants,none,none
710,Stantec,(803) 748-7843,"Columbia, SC 29201",1411 Gervais St,General ContractorsConsulting EngineersProfessional Engineers,none,none
711,Central City Realty Inc,(803) 256-0350,"Columbia, SC 29201",1815 Gervais St Ste L,General ContractorsReal Estate ManagementReal Estate Buyer Brokers,none,none
712,Hallman Heating & AC,(803) 345-0306,"Chapin, SC 29036",116 Moyer Dr,General ContractorsAir Conditioning Contractors & Systems,none,none
713,Johnny's Electrical Service,(803) 932-2310,"Chapin, SC 29036",179 Crystal Lake Dr,General ContractorsElectriciansElectric Companies,none,none
714,"Sapphire Signature Pools, LLC",(803) 407-3775,"Irmo, SC 29063",110 Silver Beech Rdg,General ContractorsSwimming Pool DealersSwimming Pool Construction,none,none
715,John Bowman Architect,(803) 799-1084,"Columbia, SC 29205",2422 Devine St,General ContractorsArchitectsArchitects & Builders Services,none,none
716,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
717,Robert Haas Construction,(803) 788-9569,"Columbia, SC 29206",5841 Lakeshore Dr,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
718,Mb Kahn Construction Co,(803) 731-3169,"Columbia, SC 29206",2701 Decker Blvd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
719,Graham Home Repair & Remodeling,(803) 237-1570,"Columbia, SC 29204",2829 Linbrook Dr,General ContractorsHome ImprovementsAltering & Remodeling Contractors,none,none
720,Robert Caudle General Contractor,(803) 739-9867,"Gaston, SC 29053",241 Meadowfield Rd,General ContractorsElectric Contractors-Commercial & IndustrialAltering & Remodeling Contractors,none,none
721,Sanchez Construction,(803) 936-0007,"Gaston, SC 29053",491 S Main St,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
722,The Propst Company,(803) 788-7636,"Columbia, SC 29206",5217 N Trenholm Rd,General ContractorsHome BuildersBuilding Contractors,none,none
723,A Custom Remodeler,(803) 530-9663,"Columbia, SC 29209",33 Garden Springs Rd,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
724,China Construction America Of SC Inc,(803) 771-2777,"Columbia, SC 29204",2611 Forest Dr Ste 116,General ContractorsHome Builders,none,none
725,Custom Roofing,(803) 256-7005,"Columbia, SC 29204",1604 Adger Rd,General ContractorsRoofing Services ConsultantsRoofing Contractors,none,none
726,Watts & Associates Roofing Inc,(803) 786-4610,"Columbia, SC 29203",7416 Fairfield Rd,General ContractorsRoofing ContractorsSheet Metal Work,none,none
727,Lexington Custom Builders Of Chapin Inc,(803) 941-7421,"Chapin, SC 29036",1501 Chapin Rd,General ContractorsHome BuildersReal Estate Developers,none,none
728,Metts Construction,(803) 345-2211,"Chapin, SC 29036",1714 Chapin Rd,General ContractorsSand & GravelHome Builders,none,none
729,ECS Construction,(803) 832-7446,"Columbia, SC 29260",Po Box 6182,General ContractorsAltering & Remodeling Contractors,none,none
730,Ryan Homes,(803) 788-2648,"Columbia, SC 29206",1061 Circle Dr,General ContractorsHome Builders,none,none
731,Metts Landscape Supply,(803) 932-0054,"Chapin, SC 29036",1630 Chapin Rd,General ContractorsLandscape ContractorsLandscape Designers & Consultants,none,none
732,Crdn,(803) 251-3500,"Columbia, SC 29204",2551 Forest Dr,General ContractorsFire & Water Damage RestorationDry Cleaners & Laundries,none,none
733,Brabham Fence,(803) 929-1218,"Columbia, SC 29201",1601 Shop Rd Ste I,"General ContractorsFence-Sales, Service & ContractorsDeck Builders",none,none
734,Certified Restoration Dry Cleaners Network,(803) 251-3500,"Columbia, SC 29204",2551 Forest Dr,General ContractorsFire & Water Damage RestorationMold Remediation,none,none
735,Columbia Housing Authority,(803) 691-9455,"Columbia, SC 29203",100 Cardamon Ct,General ContractorsHousing Consultants & Referral ServiceGovernment Offices,none,none
736,Bear Creek Wood Works,(803) 345-2663,"Chapin, SC 29036",100 Beaufort St,General ContractorsCabinet Makers,none,none
737,DocWild's,(803) 238-0757,"Columbia, SC 29204",1469 Florawood Dr # 102,General ContractorsPatio Covers & EnclosuresDeck Builders,none,none
738,Nu-Finish Painting,(803) 781-5740,"Chapin, SC 29036",230 Columbia Ave,General ContractorsKitchen Planning & Remodeling ServicePainting Contractors,none,none
739,Rite Way Plumbing,(803) 787-9056,"Columbia, SC 29206",1416 Idalia Dr,General ContractorsAir Conditioning Contractors & SystemsPlumbers,none,none
740,G & S Janitorial Service Inc,(803) 786-9710,"Columbia, SC 29223",1008 Fontaine Rd,General ContractorsCarpet & Rug CleanersDrapery & Curtain Cleaners,none,none
741,Carpenter Appeals & Trail,(803) 758-2886,"Columbia, SC 29206",4825 Portobello Rd,General ContractorsCarpenters,none,none
742,Fogle & Sons Electric,(803) 691-8852,"Columbia, SC 29223",1711 Risley Rd,General ContractorsElectricians,none,none
743,Advanced Vinyl Siding & Remodeling,(803) 422-2528,"Swansea, SC 29160",none,General ContractorsVinyl RepairHome Improvements,none,none
744,Carolina Construction of Sumter,(803) 236-2232,"Sumter, SC 29150",none,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
745,Element Pro Services,(803) 410-2178,"Alcolu, SC 29001",none,General ContractorsHome ImprovementsHome Repair & Maintenance,none,none
746,Mike's Home Repairs,(803) 673-2353,"Swansea, SC 29160",none,General ContractorsAltering & Remodeling ContractorsHandyman Services,none,none
747,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
748,South Carolina Home Improvements,(803) 760-7111,"west columbia, SC 29169",none,General ContractorsHome ImprovementsKitchen Planning & Remodeling Service,none,none
749,"Alpha Omega Construction Group, INC. - Columbia, SC",(803) 323-7007,"Columbia, SC 29202",none,General ContractorsSiding ContractorsHome Builders,none,none
750,Deck Pro,(803) 794-0598,"Gaston, SC 29053",none,General ContractorsPatio Covers & Enclosures,none,none
751,Carolina Post Frame,(803) 468-8272,"Sumter, SC 29150",none,General ContractorsConsulting Engineers,none,none
752,Lawns Plus,(843) 344-7259,"West Columbia, SC 29169",none,General ContractorsHome Repair & MaintenanceLandscaping & Lawn Services,none,none
753,Moses Lozano Painting,(803) 348-6692,"Columbia, SC 29201",none,General ContractorsPainting Contractors,none,none
754,Matthews Roofing,(803) 791-5499,none,none,General ContractorsRoofing ContractorsSiding Contractors,none,none
755,Larry Dennis & Son Roofing Siding & Gutters,(803) 799-2555,none,none,General ContractorsRoofing ContractorsAltering & Remodeling Contractors,none,none
756,The Columbia Company,(803) 788-5050,none,none,General ContractorsHome BuildersWallpapers & Wallcoverings-Installation,none,none
757,MTD Services,(803) 269-7188,none,none,General ContractorsHome ImprovementsFireplaces,none,none
758,Jones Bill Construction,(803) 782-5554,none,none,General ContractorsBathroom RemodelingKitchen Planning & Remodeling Service,none,none
759,Clark Home Remodeling,(803) 600-2919,none,none,General ContractorsKitchen Planning & Remodeling ServiceCabinets,none,none
760,Cooper's Land & Home,(803) 678-7030,none,none,General ContractorsBathroom RemodelingHome Builders,none,none
761,Magnolia Roofing & Remodeling,(803) 908-7131,none,none,General ContractorsRoofing Services ConsultantsAltering & Remodeling Contractors,none,none
762,Carolina Home Maintenance,(803) 582-8382,none,none,General ContractorsBathroom RemodelingAltering & Remodeling Contractors,none,none
763,Custom Creations,(803) 464-4558,none,none,General ContractorsAltering & Remodeling ContractorsFloor Materials,none,none
764,Renovations Cortes,(614) 301-0515,none,none,General ContractorsBathroom RemodelingAltering & Remodeling Contractors,none,none
765,Sona Building Services,(803) 724-2400,none,none,General ContractorsReal Estate Inspection ServiceAltering & Remodeling Contractors,none,none
766,Ray's Painting and Remodeling,(803) 261-4544,none,none,General ContractorsPainting ContractorsHome Improvements,none,none
767,N-Hance Wood Refinishing of Columbia SC,(803) 667-8321,none,none,General ContractorsFlooring ContractorsKitchen Planning & Remodeling Service,none,none
768,Mr. Fix It All,(404) 343-8422,none,none,"General ContractorsCeilings-Supplies, Repair & InstallationDrywall Contractors",none,none
769,TreCal Builders,(803) 360-8211,none,none,General ContractorsHome BuildersHome Improvements,none,none
770,Midland Home Improvement Co,(803) 926-0809,none,none,General ContractorsHome ImprovementsSiding Contractors,none,none
771,Browning Construction Corp,(803) 798-0200,none,none,General ContractorsBuilding ContractorsHome Builders,none,none
772,"Blackmon Custom Builders, Inc.",(803) 600-4252,none,none,General ContractorsHome BuildersHome Improvements,none,none
773,HomePro Painting,(803) 479-7380,none,none,General ContractorsPainting ContractorsRoofing Contractors,none,none
774,True Remodeling,(803) 622-7473,none,none,General ContractorsKitchen Planning & Remodeling ServiceHome Improvements,none,none
775,Atlantic Coast Kitchen Bath & Remodeling,(803) 345-6912,none,none,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
776,John Westfall Renovations Inc,(803) 345-6235,none,none,General ContractorsKitchen Cabinets & Equipment-HouseholdAltering & Remodeling Contractors,none,none
777,Boone Buildings,(803) 331-5176,none,none,General ContractorsMetal BuildingsBuildings-Pole & Post Frame,none,none
778,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
779,B & L Pumping,(803) 261-9891,none,none,General ContractorsConcrete Pumping ContractorsConcrete Contractors,none,none
780,Bright Star Contractors,(803) 609-0416,none,none,General ContractorsPlumbersBuilding Contractors,none,none
781,J C Wilkie Construction,(803) 808-3220,none,none,General ContractorsGrading Contractors,none,none
782,Nabs Electric & Construction,(803) 237-1140,none,none,General ContractorsElectricians,none,none
783,Dekker,(803) 397-6357,none,none,General ContractorsSand & GravelGrading Contractors,none,none
784,Dixie Electric,(803) 783-8952,none,none,General ContractorsElectriciansElectric Contractors-Commercial & Industrial,none,none
785,T & E Designs,(803) 318-6287,none,none,General ContractorsCabinet MakersKitchen Planning & Remodeling Service,none,none
786,Southern Equipment Fabricators Inc,(803) 256-0020,none,none,General ContractorsSheet Metal WorkMetal-Wholesale & Manufacturers,none,none
787,"""SOMEBODY GOTTA DO IT""  GENERAL SERVICES",(803) 479-5591,"Columbia, SC 29203",533 Marksbury Dr,General ContractorsHandyman ServicesHome Repair & Maintenance,(1),none
788,Walker-White Plumbing HVAC And Mechanical Inc.,(803) 691-0918,"Columbia, SC 29223",5728 Shakespeare Rd,General ContractorsMechanical ContractorsPlumbers,none,none
789,DJ Rebar Contractors,(803) 733-3507,"Columbia, SC 29204",2611 Forest Dr,General ContractorsBuilding Contractors-Commercial & IndustrialHome Builders,none,none
790,Ditch Witch Of The Carolinas,(803) 695-5559,"Columbia, SC 29209",1201 1st Street South Ext,General ContractorsConstruction & Building EquipmentMining Equipment & Supplies,none,none
791,Crosthwaite Company,(803) 790-9112,"Columbia, SC 29204",3522 Beverly Dr,General ContractorsHome Builders,none,none
792,Carter Plumbing,(803) 699-1556,"Columbia, SC 29229",none,General ContractorsAltering & Remodeling ContractorsPlumbers,none,none
793,Moses Lozano Painting,(803) 348-6692,none,none,General ContractorsPainting Contractors,none,none
794,MidState Roofing,(803) 470-3419,"Lexington, SC 29073",205 Oak Dr,Gutters & DownspoutsMold RemediationBuilding Contractors,none,none
795,"C.E. Taylor and Son, Inc.",(803) 753-8950,"Lexington, SC 29073",128 Taylor Ln,Building ContractorsSewer ContractorsSeptic Tanks & Systems,none,none
796,C.E. Taylor & Son Inc,(803) 756-4151,"Lexington, SC 29073",128 Taylor Ln,Septic Tanks & SystemsSewer ContractorsBuilding Contractors,(7),none
797,Ace Dry Wall Inc,(803) 957-1860,"Lexington, SC 29073",325 Dooley Rd,Drywall ContractorsBuilding ContractorsStucco & Exterior Coating Contractors,(1),none
798,"Cottrell & Co., Inc.",(803) 256-9570,"Lexington, SC 29072",151 Whiteford Way,Plumbing-Drain & Sewer CleaningSewer ContractorsBuilding Contractors,none,none
799,Carolina Contracting,(803) 957-4365,"Lexington, SC 29073",3417 Emanuel Church Rd,Excavation ContractorsBuilding ContractorsGrading Contractors,none,none
800,A-1 Clean Up,(803) 951-1713,"Lexington, SC 29073",1933 Old Barnwell Rd,Building ContractorsDemolition Contractors,none,none
801,Carolina Plumbing,(803) 490-7508,"Lexington, SC 29073",1821 Two Notch Rd,Sewer Cleaners & RepairersBuilding Contractors-Commercial & IndustrialGas Equipment-Service & Repair,none,none
802,Fred's Painting,(803) 446-5696,"Lexington, SC 29072",207 Misty Oaks Ct,Home Repair & MaintenanceBuilding ContractorsBuilding Contractors-Commercial & Industrial,none,none
803,Standridge Masonry & Repair,(803) 755-9816,none,none,Fireplace EquipmentHeating Equipment & SystemsBuilding Contractors,none,none
